case_number,total_matches,num_files,file_paths
CR-24-694941-A,6,2,out/2024/2024-694941_20251119_211509.json;out/obstructing_cases/out/2024/2024-694941_20251119_211509.json
CR-24-694978-A,3,1,out/2024/2024-694978_20251119_212114.json
CR-24-694982-A,3,1,out/2024/2024-694982_20251119_212114.json
CR-24-694986-A,3,1,out/2024/2024-694986_20251119_212525.json
CR-24-695049-A,2,1,out/2024/2024-695049_20251119_213710.json
CR-24-695153-A,3,1,out/2024/2024-695153_20251119_214848.json
CR-24-695185-A,2,1,out/2024/2024-695185_20251119_215729.json
CR-24-695315-A,3,1,out/2024/2024-695315_20251119_221208.json
CR-24-695383-A,2,1,out/2024/2024-695383_20251119_222201.json
CR-24-695547-A,2,1,out/2024/2024-695547_20251119_225314.json
CR-24-695555-A,3,1,out/2024/2024-695555_20251119_225127.json
CR-24-695556-A,6,1,out/2024/2024-695556_20251119_225128.json
CR-24-695560-A,3,1,out/2024/2024-695560_20251119_225234.json
CR-24-695567-A,3,1,out/2024/2024-695567_20251119_225604.json
CR-24-695627-A,3,1,out/2024/2024-695627_20251119_230814.json
CR-24-695661-A,6,1,out/2024/2024-695661_20251119_231521.json
CR-24-695723-A,3,1,out/2024/2024-695723_20251119_233007.json
CR-24-695743-A,6,2,out/2024/2024-695743_20251119_233301.json;out/obstructing_cases/out/2024/2024-695743_20251119_233301.json
CR-24-695758-A,3,1,out/2024/2024-695758_20251119_233342.json
CR-24-695764-A,3,1,out/2024/2024-695764_20251119_233607.json
CR-24-695766-A,3,1,out/2024/2024-695766_20251119_233609.json
CR-24-695775-A,3,1,out/2024/2024-695775_20251119_233922.json
CR-24-695786-A,2,1,out/2024/2024-695786_20251119_233918.json
CR-24-695840-A,3,1,out/2024/2024-695840_20251119_235053.json
CR-24-695897-A,3,1,out/2024/2024-695897_20251120_000026.json
CR-24-696055-A,3,1,out/2024/2024-696055_20251120_001829.json
CR-24-696084-A,3,1,out/2024/2024-696084_20251120_002634.json
CR-24-696099-A,3,1,out/2024/2024-696099_20251120_003001.json
CR-24-696121-A,3,1,out/2024/2024-696121_20251120_003346.json
CR-24-696122-A,4,2,out/2024/2024-696122_20251120_003220.json;out/obstructing_cases/out/2024/2024-696122_20251120_003220.json
CR-24-696350-A,4,1,out/2024/2024-696350_20251120_005949.json
CR-24-696395-A,4,1,out/2024/2024-696395_20251120_010829.json
CR-24-696479-A,2,1,out/2024/2024-696479_20251120_012457.json
CR-24-696483-A,3,1,out/2024/2024-696483_20251120_012344.json
CR-24-696628-A,3,1,out/2024/2024-696628_20251120_013955.json
CR-24-696659-A,3,1,out/2024/2024-696659_20251120_014406.json
CR-24-696691-A,3,1,out/2024/2024-696691_20251120_015009.json
CR-24-696759-A,3,1,out/2024/2024-696759_20251120_020300.json
CR-24-696765-A,3,1,out/2024/2024-696765_20251120_020301.json
CR-24-696766-A,3,1,out/2024/2024-696766_20251120_020159.json
CR-24-697071-A,2,1,out/2024/2024-697071_20251120_023814.json
CR-24-697078-A,3,1,out/2024/2024-697078_20251120_024123.json
CR-24-697098-A,4,2,out/2024/2024-697098_20251120_024353.json;out/obstructing_cases/out/2024/2024-697098_20251120_024353.json
CR-24-697141-A,3,1,out/2024/2024-697141_20251120_025817.json
CR-24-697146-A,3,1,out/2024/2024-697146_20251120_025851.json
CR-24-697147-A,3,1,out/2024/2024-697147_20251120_025745.json
CR-24-697163-A,2,1,out/2024/2024-697163_20251120_030141.json
CR-24-697205-A,3,1,out/2024/2024-697205_20251120_030732.json
CR-24-697206-A,4,2,out/2024/2024-697206_20251120_030627.json;out/obstructing_cases/out/2024/2024-697206_20251120_030627.json
CR-24-697298-A,3,1,out/2024/2024-697298_20251120_032829.json
CR-24-697301-A,2,1,out/2024/2024-697301_20251120_032938.json
CR-24-697402-A,3,1,out/2024/2024-697402_20251120_034546.json
CR-24-697421-A,3,1,out/2024/2024-697421_20251120_035003.json
CR-24-697458-A,3,1,out/2024/2024-697458_20251120_040043.json
CR-24-697534-A,3,1,out/2024/2024-697534_20251120_041646.json
CR-24-697611-A,3,1,out/2024/2024-697611_20251120_044027.json
CR-24-697667-A,6,1,out/2024/2024-697667_20251120_044844.json
CR-24-697679-A,3,1,out/2024/2024-697679_20251120_044921.json
CR-24-697732-A,3,1,out/2024/2024-697732_20251120_045732.json
CR-24-697758-A,3,1,out/2024/2024-697758_20251120_050636.json
CR-24-697870-A,3,1,out/2024/2024-697870_20251120_053031.json
