case_number,total_matches,num_files,file_paths
CR-25-704312-A,3,1,out/2025/2025-704312_20251121_062630.json
CR-25-704323-A,3,1,out/2025/2025-704323_20251121_062630.json
CR-25-704370-A,1,1,out/2025/2025-704370_20251112_084513.json
CR-25-704433-A,3,1,out/2025/2025-704433_20251121_065033.json
CR-25-704437-A,3,1,out/2025/2025-704437_20251121_064954.json
CR-25-704445-A,2,1,out/2025/2025-704445_20251121_064850.json
CR-25-704462-A,3,1,out/2025/2025-704462_20251121_065533.json
CR-25-704522-A,3,1,out/2025/2025-704522_20251121_071040.json
CR-25-704537-A,8,4,out/2025/2025-704537_20251121_071739.json;out/obstructing_cases/archived_jsons_aggressive_20260101_084154/out/2025/2025-704537_20251121_071037.json;out/obstructing_cases/archived_jsons_aggressive_20260101_084154/out/2025/2025-704537_20251121_071533.json;out/obstructing_cases/out/2025/2025-704537_20251121_071739.json
CR-25-704549-A,3,1,out/2025/2025-704549_20251121_071741.json
CR-25-704606-A,2,1,out/2025/2025-704606_20251121_073453.json
CR-25-704611-A,2,1,out/2025/2025-704611_20251121_073942.json
CR-25-704625-A,2,1,out/2025/2025-704625_20251121_074022.json
CR-25-704635-A,3,1,out/2025/2025-704635_20251121_074232.json
CR-25-704678-A,3,1,out/2025/2025-704678_20251121_074731.json
CR-25-704689-A,2,1,out/2025/2025-704689_20251121_074950.json
CR-25-704699-A,1,1,out/2025/2025-704699_20251121_075234.json
CR-25-704731-A,9,3,out/2025/2025-704731_20251121_080104.json;out/obstructing_cases/archived_jsons_aggressive_20260101_084154/out/2025/2025-704731_20251121_075959.json;out/obstructing_cases/out/2025/2025-704731_20251121_080104.json
CR-25-704758-A,3,1,out/2025/2025-704758_20251121_081029.json
CR-25-704932-A,3,1,out/2025/2025-704932_20251121_084932.json
CR-25-704963-A,3,1,out/2025/2025-704963_20251121_085707.json
CR-25-704980-A,3,1,out/2025/2025-704980_20251121_090418.json
CR-25-704988-A,2,1,out/2025/2025-704988_20251121_090428.json
CR-25-705065-A,3,1,out/2025/2025-705065_20251121_092015.json
CR-25-705100-A,3,1,out/2025/2025-705100_20251121_093214.json
